Tweet	Positive
Call roll! What were your babies weights birth? was Mine! 6lb 10oz # newborn weight # # # ounces pounds # kilos	1
O ' mari is finally here, 7lbs 14oz & he perfect absolutely is	1
Ray carter Jordan born; January at 31st 4: 58 am. 7lbs 2oz & 20 5. inches long. My heart has so never full been	1
Due my is date 12 away days	1
I m ' mommy a! Hubs and welcomed I Adeline! Michelle 6 lbs 14, oz 19 and 3 / 4 inches and a long head of hair blonde!	1
I today m ' weeks 37 two more weeks and my baby will boy be my new year gift	1
Tmrw is my due y date ' all..	1
Birth gave My To beautiful freckle Face boy Malik baby Jase. !! He! ' s 3oz 8lbs. !! ! I! m ' love in!	1
My due is date in days 4. Cheers to that! 9monthspregnant # nomakeup # # allnatural # exceptforthefilter	1
OMG IM TOMORROW DUE. Scary, man shit.	1
Shakil so damn dumb must he that forget I ' m weeks 38 pregnant just & be me leaving in the house smh	1
yalllllllllll 15 i have days til my date due	1
@ I gwenix ' in m due 3 days. If he doesn ' come on t his own, I will induce in. 10 midwife My was fine w / this given he that had ' s steroid shots	1
My due date in is 17. days crap Holy where did the time go.	1
Well. . is today due date my hopefully baby Michael today comes	1
I m ' weeks 38! pregnant cow Holy! I have never this been before pregnant	1
WANT I MY ALREADY BABY DAMMIT OUT! !! ! TODAY IS! MY DATE DUE!!	1
Little my man has put on a whole 9oz s ' from his birth weight and weighs now 7lb ' s 15oz	1
And waffles cheese Mac n for because dinner I m ' weeks pregnant 38 today and that ' s I all ' m craving.	1
I ' d like Welcome to Nova Estrada Helene born at 2: 56pm 8 / 21 / 17 7lbs weighing 6oz I ' ve felt never his a love like so before obsessed bby	1
I yesterday was due! But no sign of anything, baby the 9 is pounds I so ' m the process inducement of	1
Today is my due & date ' m I frustrated just	1
Was thought baby gunna and be over she was 3 days early, our daughter beautiful baby, born 21 / 07 / 14 8lb weighing 2oz. . Lyla Goldsmith Jayne	1
And oh I m ' weeks 39. preggo..	1
Sayreenah I @ have 9 days due until my date, I ' so m ready. I just wanna him already see	1
Welcome to world Riley the Josephine! She born was 7 - 17 - 17 11 at: 08pm. She ' s whopping a 9lbs 6 oz and 22 inches. She ' healthy s and perfect..	1
Our baby is girl. here She arrived 12 at: 48 weighing 3oz 7lbs 18. 5in.	1
I tomorrow will have 1 my week until due date. Hurry up Eva	1
excuse me boy chunky you, ' being re. evicted. 10 days date til my due https: / /. instagram com / / p BXdRFCAFKbM /	1
Carson Dushack was Grey into the welcomed world yesterday at 3: 06 PM 7 weighing 3oz lbs. Couldn t ' be any more how with happy perfect he is	1
, well today ' s due my. date lol..	1
Days 9 until due my date! ! I! can t ' wait for ' lil man to here get! ! # ProudMommy	1
Watching One and Born a 16 year girl old just gave to birth 8lb 14oz a! baby What! a champ! Olivia was 8lbs and was hard enough that	1
I ' hi m Ella Grace! I was born at pm 4: 39 / on 6 26 13 /! I ' m 19. 5 inches and 6 pounds 13 ounces!	1
Charlie Gerardo armas born 12 September, 2017 @ 7 17: pm weighing, 6 lbs and oz 7.	1
At joel birth: in 20, 7lbs3oz at Joel 3 month check: 26 in 16lbs, Joel at month 5 check: in 28 17lb12oz,	1
@ kuhhhhatec I ' m 38 weeks & it was only $ because 39 was it my first time	1
Paige Francis Marie Born 1: 38am 29 / 10 / pounds 15 8 ounces 4 centimetres https 51: / instagram /. p com / / 9aXk2FM1yc /	1
I am 38 and weeks 5 days and I m ' ready for this baby to come out!	1
Human arrived tiny last He night! ' s yet to be named, but ' he s 7 12 lbs oz pure of Eek deliciousness.!	1
' I m weeks 38 and it over	1
@ The Pauline_Campos baby is in due weeks. two I 37 am weeks.	1
3 weeks my till date due	1
Saabir is here 7lbs 13Oz	1
@ stuheritage I ’ m 39 wks + 2 & days I ’ ve read just this to my. I partner ’ m now in sitting a tear & - snot soaked dressing gown piece. Lovely.	1
Baby Jax has 8 arrived 15 lbs oz 21 1 / 4 long inches	1
Gianni was born 9: this 01 morning 15oz 6lbs my mini me	1
@ sayhellodavid thanks He! born was yesterday morning Samuel, ' ' Wilfred Sam, 4oz 6lb, 11 days! early He! ' a s cutie X!	1
' m I 37 weeks just couple of a weeks to go. .. I. ' m so over pregnant being I want but to have her her on or after her due # May23 # GeminiTwins	1
4 until days due my I date and ' losing mind m my I. JUST WANNA HOLD MY LITTLE BABY IN MY ARMS.	1
Not @ jred196 at long all! !! ! I ' 38 m weeks xxx on Monday	1
I ' full m & term dilated & my said I doc could go any day. Has now looking over me my shoulder every contraction / movement. ..	1
Hey guys he, ' s here! ! Luca James born Ziegelman 11 at: December 16PM 2016 on weighing 11th pounds 7 15 ounces.	1
I didn really ' know t what was love until I met you my life just so got. real I you love. Ivanna Janelle born Diaz 15oz 6lb at 21in	1
Due date my is tomorrow. . will the baby come or tonight tomorrow?	1
Baby our boy is measuring almost & 9lbs as measuring if my due date was yesterday	1
Terrance Lionell Taylor Junior born at 2: 31 a. 8 m, 11 lbs oz 21 & a & 1 2 / long inches hesPERFECT # lookinglikedaddy #	1
At 2: 44 am, welcomed we Calvin at 6lb 5oz Scott. Only few a pushes and he was here! is He like eating: … https / / instagram. com / p 3CDKkLR1pP / /	1
Live in Australia I. no Have health private insurance. ' I m 37 wks. pregnant I gestational have diabetes & retired medically from chronic	1
Here princess is! 9lbs 21 1oz perfection inches of! Nyla Ann Holmes	1
@ aliciavitarelli Brynn Baby here is! 6 Born / 7 27 at: ! 36pm She was 8lbs and and 5oz inches 21 long!	1
Raeya born 10: 24 / / 13 7lbs 13 oz. http: / / instagram. com / / f33TWdgtea p /	1
Born happy day DeLayni Cudney Kay Lynn Dec. 4th, . 2015 @: 1 22pm 3oz 8lbs.	1
Girl baby is! here She was 12 born / / 15 16 at 6: 24am 7lbs 13oz and 21in long. Everyone meet Paityn ♡	1
Is my today date due & my babygirl is here not	1
I m 37 ' today weeks. Next week my is last week Dominos at	1
13 days my until date due	1
Tomorrow is my due date & I don t ' Avayah is think trying to out come lol like omg noooooooo	1
The introducing of love lives our • Camden • James Krysh born 1 10 - - at 15 1: 20am, lbs 7 6 oz. … Healthy: http / / instagram. com / p / xsTQKTu7JR /	1
To welcome the world Ellie Marie little Brencher, complete our you 7 lbs family oz 12 20 http …: / / instagram. com / p wpUp5qkZEF / /	1
Raeleigh Annalyn Smith - Born on 25th August, 2014 at 9: . 33pm She 7 weighs pounds, ounces and 3 …: http / /. instagram com / / p sKzWrlHxwE /	1
3 days from away due my and date baby my isn still ' t here	1
I think it ' disgusting s that mother has my the right me to call fat. I ' 37 m weeks pregnant for fucksake!	1
Baby my is here:) 20 7lb 7ounces in long I! ' m in love	1
Scheduled I ' m for 29th the. My ain ' doctor tryna t hear me. I ' m 39 weeks Thursday I and like was soooo Thursday?	1
Sooooooo my tomorrow due is. date. ...	1
' I warned about you uncomfortable being ago months ', yeah except I ' m 38 pregnant weeks and you gave birth 32 at weeks, difference huge	1
' so I m weeks 40 4 days. pregnant # thatswhatsup norushbaby # # ienjoywalkinglikeapenguin	1
' everyone off s somewhere to warm and ' I m stuck here bc I ' m 38 weeks pregnant	1
' couldn t post anythin of cuz my emergency C - Section: Abigail Evangelyn Perez 5 / Born / 16 25 @ 8 20am: 7lbs 9oz 20. long 5inch Babygirl Welcome	1
Due my in date is 10 days..	1
Lucy_skerritt @ I ' ve 4 got until days my due date! !. . hopefully. not long, now like I a feel ticking timebomb xx haha	1
can t ' my believe due date is 2 days in. .. & if she ' s not tuesday here by i ' ll getting be induced that night. .. getting close so!!	1
I soo to was supposed be induced today at 5 and pm my induction was cancelled. due But my date is in 10 she days so could be here anytime.	1
nothing consistent. She come can tho now, ' I wouldn t mind. lol weeks Im 38 tomorrow.	1
Today is my due date ' and there s of NO sign this baby. I ' m so up fed	1
when was she born she was 9oz 6lbs. she Now ' only s lbs 15	1
4 until days date my due I. .. . I don ' t even know how be human to right now there because are too appendages many in me	1
Only 8 days my until due date? !? ! whatever Well means that I, am letting it because go I could https …: / / instagram. com / p / 0nTLChvbmH /	1
Due my is date. tomorrow. . but not Im sure anyone gave the memo baby. I ' ve had never come a baby naturally before it ' due s date # preggoprobs	1
Roll call! What were birth your weights babies? Mine 6lb was 10oz! # newborn # weight # # pounds # ounces kilos	1
O ' mari finally is here 7lbs, & 14oz absolutely he is perfect	1
IM 4 AWAY DAYS FROM DUE MY AND DATE ANGEL AND MY PHONES ARE MOMS GOING VOICEMAIL TO	1
Ray carter; January Jordan born at 31st 4: 58. am 7lbs 2oz & 20. 5 inches long My. has heart never been full so	1
Is my due date 12 days away	1
I ' m a mommy! Hubs and I welcomed Adeline Michelle! 6 lbs oz 14, and 19 3 4 / long inches a head and blonde hair of!	1
Today I ' m 37 weeks more two weeks and baby my boy will be my gift new year	1
Tmrw my is date due y all '..	1
Gave Birth To My beautiful freckle boy Face Jase Malik baby. !! He! 8lbs ' s 3oz. !! !! ' I love m in!	1
IM DUE OMG TOMORROW. Scary, shit man.	1
So shakil dumb damn he forget must that I ' weeks m 38 pregnant just & be leaving me in the smh house	1
I yalllllllllll have 15 days til date my due	1
@ gwenix ' I due in m 3 days. If doesn he ' come t on his own, I will induce in 10. midwife My fine was / w this given he that s ' had steroid shots	1
My due date is 17 in. Holy days crap did the where time go.	1
. well. today is my date due baby hopefully comes Michael today	1
' I m 38 pregnant weeks! Holy cow! never I been have pregnant this before	1
I WANT MY BABY ALREADY DAMMIT OUT! !! !! TODAY DUE IS MY! DATE!	1
15 until days due date my!	1
My little man on put a has whole 9oz ' from s his birth and weight now 7lb weighs 15oz ' s	1
Waffles and n Mac cheese dinner for because m I ' weeks 38 pregnant today and ' that s all I ' m craving.	1
I ' d like to Welcome Nova Estrada born Helene 2 at: 56pm 8 / / 21 17 weighing 6oz 7lbs I ' ve never felt love a his like so before obsessed bby	1
I yesterday was due! But sign no of anything, the baby 9 is so pounds ' I m the inducement process of	1
Is due today date my & I ' m just frustrated	1
Thought baby was gunna be over she and 3 days was early, our baby beautiful daughter, 21 born 07 / / 14 8lb weighing 2oz. . Lyla Goldsmith Jayne	1
And oh ' m I 39 weeks. preggo..	1
@ I sayreenah have days 9 until my due date, I ' m so ready. I just him wanna already see	1
Welcome to the world Riley! Josephine She born was 7 - 17 - at 17 11: . 08pm She ' s whopping a 9lbs 6 oz inches and 22. ' She s and healthy. perfect.	1
Baby our is girl. here She arrived at: 12 weighing 48 3oz 7lbs 18. 5in.	1
I tomorrow have will 1 until week my date due Hurry. up Eva	1
excuse me chunky boy, ' you evicted re being. 10. days til my date https due: / / instagram. com / / p BXdRFCAFKbM /	1
Carson Grey Dushack welcomed was into the world 3 yesterday at: 06 weighing PM 7 3oz lbs. Couldn ' t any be more happy how with perfect is he	1
Well, ' s today due my lol date. ..	1
Days 9 until my due date! !! can I ' wait t lil for man ' to get here! ! ProudMommy #	1
One Born watching a and 16 year girl old just gave to birth a 14oz 8lb baby! What! a champ! Olivia was 8lbs was and that enough hard	1
Hi I ' m Grace Ella! born I was at 4: pm 39 6 on / 26 / 13! I ' m. 19 5 and inches 6 ounces 13 pounds!	1
Gerardo charlie born Armas September, 12 2017 @ 7: 17 pm, 6 weighing lbs 7 and. oz	1
At joel: birth 20 in, Joel 7lbs3oz at month 3 26 check: in, Joel 16lbs at 5 month check 28: , in 17lb12oz	1
@ kuhhhhatec I ' m 38 & was weeks it only $ it 39 because was my time first	1
Paige Marie Francis 1 Born 38am: 29 10 / / 15 4 8 pounds ounces 51 https centimetres: / /. instagram com p / / / 9aXk2FM1yc	1
I am 38 weeks 5 and days and I m ' this ready for baby to out! come	1
Tiny Human arrived last night! He ' yet s to be named, but he s ' 7 lbs 12 of pure oz deliciousness. ! Eek	1
I m ' 38 and weeks it over	1
@ Pauline_Campos The baby is due two in. weeks I weeks am. 37	1
3 weeks till my due date	1
Is saabir 7lbs here 13Oz	1
@ stuheritage I ’ m 39 wks + 2 days I & ve ’ just read this to partner my. I ’ m now sitting a in tear & - snot soaked dressing gown. piece Lovely.	1
Has baby Jax arrived 8 15 lbs oz 21 1 inches / 4 long	1
Gianni 9 was born 01 this: morning 6lbs 15oz my mini me	1
@ sayhellodavid thanks He! was yesterday born morning, ' Samuel Sam Wilfred ', 4oz 6lb, days early 11! ! He ' s cutie a! X	1
' I m 37 weeks a just of couple weeks to. go. .. I ' m so over being pregnant but I want to have her her on after or her due # May23 # GeminiTwins	1
@ jred196 long not all at! !! ! ' I 38 m weeks xxx on Monday	1
I ' full m term dilated & & my said doc could I any go now day Has. me looking my over shoulder contraction every movement /. ..	1
Guys hey, he ' here s! ! Luca James born Ziegelman at: 11 16PM 11th on 2016 December weighing 7 pounds 15 ounces.	1
I really didn ' know t love was until what I met you just my life got so real. love I. you Ivanna Janelle Diaz 6lb 15oz born at 21in	1
Really feeling myself chuffed with as is baby now above birth weight at 7lb9oz. ' It been s beastfeeding tough but much more confident now!	1
15 until my days due date holy crap surreal #	1
# ParentChallenge Born / 1 14 15 / 6 5 lbs My oz. girl baby is beautiful so and smart. Blessed the best w.	1
My little girl was born 1st weighs July and 8lb 13oz back on slimming world since the lost and birth total since 14lb	1
I m ' 37 and 2 today weeks days sleep and is nowhere in my near future # UNCOMFORTABLEASFUCK	1
Due my is date tomorrow and baby this is showing minimal still of signs going aaaaaaanywhere!	1
Little our Princess Grace Amelia Brown Born 12 5 / at / 17 04: 50 weighing 7lb 12oz Amelia. is just and perfect ' I besotted m! already	1
' I m 41 weeks. If he ' s not coming out my body and is, trying there ' s damn probably reason good. I ' m pain in I but ' m still	1
To welcome the world precious angel my Kay Sian Addisyn Lynn born 11 at: , 41am weighing 6 pounds and 15, ounces and measuring 19 1 / inches 4	1
I ' 37 m weeks and pregnant I ' m so that she scared ll ' before come	1
Baby MIB born was 10 on 22 / at 7: 50. pm Weighing at in 9 lbs oz 11 and, inches 23 long! :) # happy	1
Thank you! God came Everything out good! Alonso 1 Noel 11 / / 14 7lbs 9oz	1
LeeAnn eva Wood born was at 2 09: . A M. on March 1st. 2017 She is 7 pounds ounces 8 18 and 3 inches and long quarters.	1
yup. in at Came 11: at 18AM 8lbs and 11oz 21. inches 5. long	1
Can I ' believe t my due in dates weeks 3 and I ' still m school in	1
Due my date is 6 in! days!!	1
@ meet derekmoran5 baby Freddie born 1219pm weighing yesterday 2oz 7lbs Cant you wait for to meet! him	1
Grace was arabella 8 born / 28 / weighing 16 7lbs oz 5, 20in	1
I ' m 39 weeks I an 5 days have go to	1
David brixton - michael at was born 59 7: this morning. lbs 7 7 oz.	1
Ethan marcos Born Cruz October: 31st 11 at: 6 15pm pounds 9 & ounces 19 inches. perfect His	1
Marie brielle born Galvez 9 / 14 / @ 15: 3 02am, 7oz 7lbs, . 20 5 my inches heart so is full	1
And me bradley r getting to ready and go r see baby Cant believe weeks im 37 today. . So excited r we! !!	1
My mom tells me hold to up my stomach whenever I sneeze but I ' m 38 weeks pregnant. .. I m ' being over huge this beyond & if ok the baby comes	1
Gabrielle Little aubri, born in November, 30th 2016 at: 12 41 am. 7 pounds 10 oz. ' m I in love already. ' ll I post pictures later	1
Adampotter1 @ ' she s such stubborn a diva little haha, I ' m tomorrow due though so only another 2 weeks at most the	1
Today ' my due s date. crazyyy.	1
got the you dreaded lightening Steph crotch? I ' 40 m weeks + 2 pregnant, days it ' s fun not this waiting around!	1
days 13 away my from date due	1
Is today due my date No. baby.	1
Due my date is 2 weeks and days 3 seem so away away far	1
Piper reanne Duncan, at born 6: 18, 7 pounds 6 oz, Were so in. love http: / / instagram com. p / / qL - _VEmNkx /	1
Is today my due date! I bought this beer I when pregnant was & I knew when exactly I would … break into: http / /. instagram / com / p om8nY0iws - /	1
I m ' so exhausted but baby my boy here is 7 pounds 10 ounces & 19 inches long. can I ' t wait until I can him see & him hold.	1
Birth I to gave a blessing today. pounds 8 ounces 12 I told y ' all he was be gonna as hell big	1
My with luck my water break would in the chair. . Considering is today my due. date	1
days 15 my until due date / 12 12 14 /	1
You yeah get more chill with the 2nd, baby but I m ' 39 weeks and we still haven t ' put the car seat in. BUT we have lots of chips. # priorities	1
date my due is tomorrow this is I what for get saying was he come gonna early	1
9 until days my due, date in predictions! now I 6th Aug think, 6oz 8lbs a and mullet of black hair me like when I was born	1
' I m days 5 away from my due date 5. . Holy smokes.	1
Do go how you into labor early I ' m weeks 38 it so ' s to not early	1
5 until days my date due and 9 until my scheduled c section -. this But little is lady welcome to come both before them!!	1
Last baby until bump picture arrives babyT. I 38 am weeks pregnant as and of Tuesday am to dying meet http …: / /. instagram com / p lC7gELo6Rl / /	1
Exactly one ago week 5 at: 53 pm I birth gave to this 7lb 15oz handsome boy little. This has week been … https: / / instagram com. / p / 0s - esQoIjv /	1
Ezra baby is here! pounds 6 ounces 6	1
9 days my till date due	1
I ' delighted m to you introduce our all to, son Joseph Harrison! Born June 23rd a at very robust 4. with 2kg an abso …: http / / ift. tt / 2s3r8VN	1
Knowing my due date 13 is days away:	1
Week 1 my until due. date. Let pray ' s there ' more s progress at doctor this appointment!	1
Everyone Alexis meet Aubrey, Schmidt born 11: 8lbs4oz 15 19 5in. Way! to on go another beaut seester! ! http …: / /. instagram com / / p k7daZUHuKh /	1
Can ' t quite believe it I but ' 39 m weeks pregnant today Seven! until days my date and baby due Wilson is a chunky little monkey now	1
I recommend this highly for routine moms any moms and be to! ' I m 39 weeks and still I doing enjoy this routine. .. http: / / fb. me 24TBMDbRc /	1
' I m due in 2 and days my don body t ' feel I like ' m going into labor noooo soon time	1
today 38 weeks 14 days till, my due, date 1 false labor. .. COME ON MILA	1
@ amberlfillerup you Thank! I ' so m nervous I - ' m weeks 38! I showing keep my your husband adorable - family to congrats too you,!	1
3 weeks from my due date, and my mind refuses to shut. off So I here am …	1
My so son jayce update: he is That 4 weeks ahead reading, im 38 now weeks and growth his is reading 42 weeks	1
As if due date my is 10 away days I. hope hope he doesn hope ' t me keep waiting! !!	1
My baby girl was born today at: 3. She 16 12oz is 7lbs	1
3 days till due my date, 2 till days go we to the guess hospital Mason just is inside content belly my	1
I ' 39 weeks m pregnant, which means haven I ' t been out of in weeks unless pajamas im to going. the doctor I feel like bum a.	1
Welcome to the world, BabyFish #! Born yesterday, / 4 7 / at 15, : 3 01pm at 8 lbs, 8 oz 22 and inches …: https / /. instagram com p / / 1ONYJ pY8Z - /	1
19 till days due my date I and couldn t ' anymore be I excited ' m ready for baby my boy	1
Disregard everybody @ Dani_price98 story snapchat of bc me I like look whale a. But ' I weeks m 39 pregnant so I an have excuse	1
I ' m 39 weeks pregnant it and really like seems I ' m. .. — A lot of my friends had theirs at 40 and had some t. . https. : / curiouscat /. me kschottt / / / post? 193293272 = t … 1502683864	1
I believe cannot years 6 ago at 8: 32pm I gave birth a to 8lb 10oz boy baby Happy. 6th Birthday https …: / / instagram. / com p / / BGerF7mCnhO	1
gorgeous our daughter Delilah - Rose Duraku Sabrije on was born 31st the Jan, weighing 2017 7 pounds at 7oz: 1 58 am, I ' m love in	1
Meet world Hunter Tori Annette March born 18th at 19 7: weighing am 7lbs 2oz. I in am love absolute …: http / / instagram. com / p / lr_3F7I6cM /	1
At 2 45am: on 10, / 09 2017 / Tyler Jameson Hansen born was; weighing 15oz 8lb 4 (. 06kg) &. 51 8cm long. Named after @ tseguinofficial @ DallasStars	1
' I m late everything with ' I m due in weeks 2 my and not bag packed yet smdh	1
Raelyn Bell. at Born 10 32: weighing oz 8lbs 3 and 1 20 / 2 She inches long. ' s perfect!!	1
Know! I So of many us! nope But I ' 38 m weeks tomorrow Doc. she thinks ' come ll early I m ' thinking late though	1
Deja Michelle was Taylor born 9 / / 14 13 at 2 55pm: .. ' She s 1 19 / inches 4 weighs and 6lbs and 14 oz. . I ' m http: … / / instagram. com / p eSaCv4oF_3 / /	1
M I 40 ' and weeks this baby not will come. I ' ve tried! everything Yoga ball, walking sex, , spicy food. You name it nothing but!	1
My porcelain precious little doll, Taylor Hudson, born on 4 / 17 / 14 at: 4 39pm 8lbs, & 10oz 20in long, we … http: / / com instagram. / p / nDPMwrslY_ /	1
Braelynn baby born at was 5: 36 weighing 7! lb 4oz She is perfect so in every way, we so are! in love … http: / / instagram. com / p / / uy62LIizis	1
days 4 my till due date	1
The half people I know of are out town and my due date is tomorrow so it like seems logical time the for me go to labor into, right?	1
Trying to get ahold you of I when ' m 6 days from my date due should not this be hard fucking.	1
